"Address","Source Line","Assembly","Hardware Event Count: Total","Hardware Event Count: Self","Hardware Event Sample Count: Total","Hardware Event Sample Count: Self"
"0x7f61252fc3c2","481","mov qword ptr [r15+0x60], r10","","","",""
"0x7f61252fc3c6","481","prefetchw zmmword ptr [r10+0xc0]","","","",""
"0x7f61252fc3ce","481","mov r10, qword ptr [rsp+0x48]","","","",""
"0x7f61252fc3d3","481","mov r10, qword ptr [r10+0xa8]","","","",""
"0x7f61252fc3da","481","mov qword ptr [r11], r10","","","",""
"0x7f61252fc3dd","481","mov dword ptr [r11+0x8], 0xf800c4d4","","","",""
"0x7f61252fc3e5","481","mov dword ptr [r11+0xc], r12d","","","",""
"0x7f61252fc3e9","481","mov qword ptr [r11+0x10], r12","","","",""
"0x7f61252fc3ed","481","mov qword ptr [r11+0x18], r12","","","",""
"0x7f61252fc3f1","0","Block 487:","","","",""
"0x7f61252fc3f1","475","mov qword ptr [rsp+0x68], r11","","","",""
"0x7f61252fc3f6","475","mov rbx, qword ptr [r15+0x60]","","","",""
"0x7f61252fc3fa","475","mov r10, rbx","","","",""
"0x7f61252fc3fd","475","add r10, 0x20","","","",""
"0x7f61252fc401","475","cmp r10, qword ptr [r15+0x70]","","","",""
"0x7f61252fc405","475","jnb 0x7f61252fcf2c <Block 565>","","","",""
"0x7f61252fc40b","0","Block 488:","","","",""
"0x7f61252fc40b","481","mov qword ptr [r15+0x60], r10","","","",""
"0x7f61252fc40f","481","prefetchw zmmword ptr [r10+0xc0]","","","",""
"0x7f61252fc417","481","mov qword ptr [rbx], 0x1","","","",""
"0x7f61252fc41e","481","prefetchw zmmword ptr [r10+0x100]","","","",""
"0x7f61252fc426","481","mov dword ptr [rbx+0x8], 0xf8000161","","","",""
"0x7f61252fc42d","481","prefetchw zmmword ptr [r10+0x140]","","","",""
"0x7f61252fc435","481","mov dword ptr [rbx+0xc], 0x4","","","",""
"0x7f61252fc43c","481","prefetchw zmmword ptr [r10+0x180]","","","",""
"0x7f61252fc444","481","mov qword ptr [rbx+0x10], r12","","","",""
"0x7f61252fc448","481","mov qword ptr [rbx+0x18], r12","","","",""
"0x7f61252fc44c","0","Block 489:","","","",""
"0x7f61252fc44c","475","mov r10, qword ptr [rsp+0x68]","","","",""
"0x7f61252fc451","475","mov dword ptr [r10+0x10], 0x3e8","","","",""
"0x7f61252fc459","475","mov dword ptr [r10+0xc], 0x5","","","",""
"0x7f61252fc461","475","mov rdi, rbx","","","",""
"0x7f61252fc464","475","add rdi, 0x10","","","",""
"0x7f61252fc468","475","xor esi, esi","","","",""
"0x7f61252fc46a","475","mov edx, 0x4","","","",""
"0x7f61252fc46f","475","mov r10, 0x7f6125053360","","","",""
"0x7f61252fc479","475","call r10","","","",""
"0x7f61252fc47c","0","Block 490:","","","",""
"0x7f61252fc47c","480","mov r10, qword ptr [rsp+0x60]","","","",""
"0x7f61252fc481","480","mov r11, r10","","","",""
"0x7f61252fc484","480","shr r11, 0x3","","","",""
"0x7f61252fc488","475","mov r10, qword ptr [rsp+0x68]","","","",""
"0x7f61252fc48d","475","mov dword ptr [r10+0x18], r11d","","","",""
"0x7f61252fc491","475","mov r10, rbx","","","",""
"0x7f61252fc494","475","shr r10, 0x3","","","",""
"0x7f61252fc498","475","mov r11, qword ptr [rsp+0x68]","","","",""
"0x7f61252fc49d","475","mov dword ptr [r11+0x1c], r10d","","","",""
"0x7f61252fc4a1","475","mov r10, r11","","","",""
"0x7f61252fc4a4","475","shr r10, 0x9","","","",""
"0x7f61252fc4a8","475","mov r11, 0x7f6120e3f000","","","",""
"0x7f61252fc4b2","475","mov byte ptr [r11+r10*1], r12b","","","",""
"0x7f61252fc4b6","481","mov r11, qword ptr [r15+0x60]","","","",""
"0x7f61252fc4ba","481","mov r10, r11","","","",""
"0x7f61252fc4bd","481","add r10, 0x20","","","",""
"0x7f61252fc4c1","481","cmp r10, qword ptr [r15+0x70]","","","",""
"0x7f61252fc4c5","481","jnb 0x7f61252fcf48 <Block 567>","","","",""
"0x7f61252fc4cb","0","Block 491:","","","",""
"0x7f61252fc4cb","481","mov qword ptr [r15+0x60], r10","","","",""
"0x7f61252fc4cf","481","prefetchw zmmword ptr [r10+0xc0]","","","",""
"0x7f61252fc4d7","481","mov r10, qword ptr [rsp+0x48]","","","",""
"0x7f61252fc4dc","481","mov r10, qword ptr [r10+0xa8]","","","",""
"0x7f61252fc4e3","481","mov qword ptr [r11], r10","","","",""
"0x7f61252fc4e6","481","mov dword ptr [r11+0x8], 0xf800c4d4","","","",""
"0x7f61252fc4ee","481","mov dword ptr [r11+0xc], r12d","","","",""
"0x7f61252fc4f2","481","mov qword ptr [r11+0x10], r12","","","",""
"0x7f61252fc4f6","481","mov qword ptr [r11+0x18], r12","","","",""
"0x7f61252fc4fa","0","Block 492:","","","",""
"0x7f61252fc4fa","475","mov qword ptr [rsp+0x60], r11","","","",""
"0x7f61252fc4ff","475","mov rbx, qword ptr [r15+0x60]","","","",""
"0x7f61252fc503","475","mov r10, rbx","","","",""
"0x7f61252fc506","475","add r10, 0x20","","","",""
"0x7f61252fc50a","475","cmp r10, qword ptr [r15+0x70]","","","",""
"0x7f61252fc50e","475","jnb 0x7f61252fcf60 <Block 569>","","","",""
"0x7f61252fc514","0","Block 493:","","","",""
"0x7f61252fc514","481","mov qword ptr [r15+0x60], r10","","","",""
"0x7f61252fc518","481","prefetchw zmmword ptr [r10+0xc0]","","","",""
"0x7f61252fc520","481","mov qword ptr [rbx], 0x1","","","",""
"0x7f61252fc527","481","prefetchw zmmword ptr [r10+0x100]","","","",""
"0x7f61252fc52f","481","mov dword ptr [rbx+0x8], 0xf8000161","","","",""
"0x7f61252fc536","481","prefetchw zmmword ptr [r10+0x140]","","","",""
"0x7f61252fc53e","481","mov dword ptr [rbx+0xc], 0x4","","","",""
"0x7f61252fc545","481","prefetchw zmmword ptr [r10+0x180]","","","",""
"0x7f61252fc54d","481","mov qword ptr [rbx+0x10], r12","","","",""
"0x7f61252fc551","481","mov qword ptr [rbx+0x18], r12","","","",""
"0x7f61252fc555","0","Block 494:","","","",""
"0x7f61252fc555","475","mov r10, qword ptr [rsp+0x60]","","","",""
"0x7f61252fc55a","475","mov dword ptr [r10+0x10], 0x3e8","","","",""
"0x7f61252fc562","475","mov dword ptr [r10+0xc], 0x5","","","",""
"0x7f61252fc56a","475","mov rdi, rbx","","","",""
"0x7f61252fc56d","475","add rdi, 0x10","","","",""
"0x7f61252fc571","475","xor esi, esi","","","",""
"0x7f61252fc573","475","mov edx, 0x4","","","",""
"0x7f61252fc578","475","mov r10, 0x7f6125053360","","","",""
"0x7f61252fc582","475","call r10","","","",""
"0x7f61252fc585","0","Block 495:","","","",""
"0x7f61252fc585","480","mov r10, qword ptr [rsp+0x68]","","","",""
"0x7f61252fc58a","480","mov r11, r10","","","",""
"0x7f61252fc58d","480","shr r11, 0x3","","","",""
"0x7f61252fc591","475","mov r10, qword ptr [rsp+0x60]","","","",""
"0x7f61252fc596","475","mov dword ptr [r10+0x18], r11d","","","",""
"0x7f61252fc59a","475","mov r10, rbx","","","",""
"0x7f61252fc59d","475","shr r10, 0x3","","","",""
"0x7f61252fc5a1","475","mov r11, qword ptr [rsp+0x60]","","","",""
"0x7f61252fc5a6","475","mov dword ptr [r11+0x1c], r10d","","","",""
"0x7f61252fc5aa","475","mov r10, r11","","","",""
"0x7f61252fc5ad","475","shr r10, 0x9","","","",""
"0x7f61252fc5b1","475","mov r11, 0x7f6120e3f000","","","",""
"0x7f61252fc5bb","475","mov byte ptr [r11+r10*1], r12b","","","",""
"0x7f61252fc5bf","481","mov r11, qword ptr [r15+0x60]","","","",""
"0x7f61252fc5c3","481","mov r10, r11","","","",""
"0x7f61252fc5c6","481","add r10, 0x28","","","",""
"0x7f61252fc5ca","481","cmp r10, qword ptr [r15+0x70]","","","",""
"0x7f61252fc5ce","481","jnb 0x7f61252fcf7c <Block 571>","","","",""
"0x7f61252fc5d4","0","Block 496:","","","",""
"0x7f61252fc5d4","481","mov qword ptr [r15+0x60], r10","","","",""
"0x7f61252fc5d8","481","prefetchw zmmword ptr [r10+0xc0]","","","",""
"0x7f61252fc5e0","481","mov r10, qword ptr [rsp+0x30]","","","",""
"0x7f61252fc5e5","481","mov r10, qword ptr [r10+0xa8]","","","",""
"0x7f61252fc5ec","481","mov qword ptr [r11], r10","","","",""
"0x7f61252fc5ef","481","mov dword ptr [r11+0x8], 0xf800c577","","","",""
"0x7f61252fc5f7","481","mov dword ptr [r11+0xc], r12d","","","",""
"0x7f61252fc5fb","481","mov qword ptr [r11+0x10], r12","","","",""
"0x7f61252fc5ff","481","mov qword ptr [r11+0x18], r12","","","",""
"0x7f61252fc603","485","mov qword ptr [r11+0x20], r12","","","",""
"0x7f61252fc607","0","Block 497:","","","",""
"0x7f61252fc607","475","mov qword ptr [rsp+0x68], r11","","","",""
"0x7f61252fc60c","481","mov rax, qword ptr [r15+0x60]","","","",""
"0x7f61252fc610","481","mov r10, rax","","","",""
"0x7f61252fc613","481","add r10, 0x18","","","",""
"0x7f61252fc617","481","cmp r10, qword ptr [r15+0x70]","","","",""
"0x7f61252fc61b","481","jnb 0x7f61252fcf94 <Block 573>","","","",""
"0x7f61252fc621","0","Block 498:","","","",""
"0x7f61252fc621","481","mov qword ptr [r15+0x60], r10","","","",""
"0x7f61252fc625","481","prefetchw zmmword ptr [r10+0xc0]","","","",""
"0x7f61252fc62d","481","mov r10, qword ptr [rsp+0x28]","","","",""
"0x7f61252fc632","481","mov r10, qword ptr [r10+0xa8]","","","",""
"0x7f61252fc639","481","mov qword ptr [rax], r10","","","",""
"0x7f61252fc63c","481","mov dword ptr [rax+0x8], 0xf800c285","","","",""
"0x7f61252fc643","481","mov dword ptr [rax+0xc], r12d","","","",""
"0x7f61252fc647","481","mov qword ptr [rax+0x10], r12","","","",""
"0x7f61252fc64b","0","Block 499:","","","",""
"0x7f61252fc64b","481","mov r10, qword ptr [rsp+0x68]","","","",""
"0x7f61252fc650","481","mov dword ptr [r10+0x18], ebp","","","",""
"0x7f61252fc654","475","mov r10, qword ptr [rsp+0x58]","","","",""
"0x7f61252fc659","475","add r10, 0x1c","","","",""
"0x7f61252fc65d","475","mov rbp, qword ptr [rsp+0x68]","","","",""
"0x7f61252fc662","475","mov byte ptr [rbp+0xc], 0x1","","","",""
"0x7f61252fc666","475","mov byte ptr [rbp+0xd], 0x1","","","",""
"0x7f61252fc66a","475","mov dword ptr [rbp+0x14], 0x7d0","","","",""
"0x7f61252fc671","475","mov dword ptr [rbp+0x10], 0x3","","","",""
"0x7f61252fc678","475","shr rbp, 0x3","","","",""
"0x7f61252fc67c","475","mov r11, 0x6720d2190","","","",""
"0x7f61252fc686","475","mov dword ptr [r11+0x6c], ebp","","","",""
"0x7f61252fc68a","475","mov dword ptr [r10], ebp","","","",""
"0x7f61252fc68d","475","mov r11, r10","","","",""
"0x7f61252fc690","475","mov r10, 0x6720d2190","","","",""
"0x7f61252fc69a","475","mov r8, r10","","","",""
"0x7f61252fc69d","475","shr r11, 0x9","","","",""
"0x7f61252fc6a1","475","shr r8, 0x9","","","",""
"0x7f61252fc6a5","475","mov r10, qword ptr [rsp+0x68]","","","",""
"0x7f61252fc6aa","475","mov r9, r10","","","",""
"0x7f61252fc6ad","475","mov r10, qword ptr [rsp+0x60]","","","",""
"0x7f61252fc6b2","475","shr r10, 0x3","","","",""
"0x7f61252fc6b6","475","mov rcx, qword ptr [rsp+0x68]","","","",""
"0x7f61252fc6bb","475","mov dword ptr [rcx+0x1c], r10d","","","",""
"0x7f61252fc6bf","475","shr r9, 0x9","","","",""
"0x7f61252fc6c3","475","mov r10, 0x7f6120e3f000","","","",""
"0x7f61252fc6cd","475","mov byte ptr [r10+r9*1], r12b","","","",""
"0x7f61252fc6d1","479","mov byte ptr [r10+r8*1], r12b","","","",""
"0x7f61252fc6d5","478","mov byte ptr [r10+r11*1], r12b","","","",""
"0x7f61252fc6d9","481","mov r9, qword ptr [r15+0x60]","","","",""
"0x7f61252fc6dd","481","mov r10, r9","","","",""
"0x7f61252fc6e0","481","add r10, 0x20","","","",""
"0x7f61252fc6e4","481","mov r11, rax","","","",""
"0x7f61252fc6e7","481","shr r11, 0x3","","","",""
"0x7f61252fc6eb","481","mov dword ptr [rcx+0x20], r11d","","","",""
"0x7f61252fc6ef","481","cmp r10, qword ptr [r15+0x70]","","","",""
"0x7f61252fc6f3","481","jnb 0x7f61252fcfa9 <Block 575>","","","",""
"0x7f61252fc6f9","0","Block 500:","","","",""
"0x7f61252fc6f9","481","mov qword ptr [r15+0x60], r10","","","",""
"0x7f61252fc6fd","481","prefetchw zmmword ptr [r10+0xc0]","","","",""
"0x7f61252fc705","481","mov r10, qword ptr [rsp+0x48]","","","",""
"0x7f61252fc70a","481","mov r10, qword ptr [r10+0xa8]","","","",""
"0x7f61252fc711","481","mov qword ptr [r9], r10","","","",""
"0x7f61252fc714","481","mov dword ptr [r9+0x8], 0xf800c4d4","","","",""
"0x7f61252fc71c","481","mov dword ptr [r9+0xc], r12d","","","",""
"0x7f61252fc720","481","mov qword ptr [r9+0x10], r12","","","",""
"0x7f61252fc724","481","mov qword ptr [r9+0x18], r12","","","",""
"0x7f61252fc728","0","Block 501:","","","",""
"0x7f61252fc728","475","mov qword ptr [rsp+0x60], r9","","","",""
"0x7f61252fc72d","475","mov rbx, qword ptr [r15+0x60]","","","",""
"0x7f61252fc731","475","mov r10, rbx","","","",""
"0x7f61252fc734","475","add r10, 0x20","","","",""
"0x7f61252fc738","475","cmp r10, qword ptr [r15+0x70]","","","",""
"0x7f61252fc73c","475","jnb 0x7f61252fcfc0 <Block 577>","","","",""
"0x7f61252fc742","0","Block 502:","","","",""
"0x7f61252fc742","481","mov qword ptr [r15+0x60], r10","","","",""
"0x7f61252fc746","481","prefetchw zmmword ptr [r10+0xc0]","","","",""
"0x7f61252fc74e","481","mov qword ptr [rbx], 0x1","","","",""
"0x7f61252fc755","481","prefetchw zmmword ptr [r10+0x100]","","","",""
"0x7f61252fc75d","481","mov dword ptr [rbx+0x8], 0xf8000161","","","",""
"0x7f61252fc764","481","prefetchw zmmword ptr [r10+0x140]","","","",""
"0x7f61252fc76c","481","mov dword ptr [rbx+0xc], 0x4","","","",""
"0x7f61252fc773","481","prefetchw zmmword ptr [r10+0x180]","","","",""
"0x7f61252fc77b","481","mov qword ptr [rbx+0x10], r12","","","",""
"0x7f61252fc77f","481","mov qword ptr [rbx+0x18], r12","","","",""
"0x7f61252fc783","0","Block 503:","","","",""
"0x7f61252fc783","475","mov r10, qword ptr [rsp+0x60]","","","",""
"0x7f61252fc788","475","mov dword ptr [r10+0x10], 0x3e8","","","",""
"0x7f61252fc790","475","mov dword ptr [r10+0xc], 0x6","","","",""
"0x7f61252fc798","475","mov rdi, rbx","","","",""
"0x7f61252fc79b","475","add rdi, 0x10","","","",""
"0x7f61252fc79f","480","xor esi, esi","","","",""
"0x7f61252fc7a1","480","mov edx, 0x4","","","",""
"0x7f61252fc7a6","480","mov r10, 0x7f6125053360","","","",""
"0x7f61252fc7b0","480","call r10","","","",""
"0x7f61252fc7b3","0","Block 504:","","","",""
"0x7f61252fc7b3","480","mov r10, qword ptr [rsp+0x60]","","","",""
"0x7f61252fc7b8","480","mov r11, r10","","","",""
"0x7f61252fc7bb","480","mov r10, rbx","","","",""
"0x7f61252fc7be","480","shr r10, 0x3","","","",""
"0x7f61252fc7c2","480","mov r8, qword ptr [rsp+0x60]","","","",""
"0x7f61252fc7c7","480","mov dword ptr [r8+0x1c], r10d","","","",""
"0x7f61252fc7cb","475","shr r11, 0x9","","","",""
"0x7f61252fc7cf","475","mov r10, 0x7f6120e3f000","","","",""
"0x7f61252fc7d9","475","mov byte ptr [r10+r11*1], r12b","","","",""
"0x7f61252fc7dd","475","mov r11, qword ptr [r15+0x60]","","","",""
"0x7f61252fc7e1","475","mov r10, r11","","","",""
"0x7f61252fc7e4","475","add r10, 0x20","","","",""
"0x7f61252fc7e8","475","cmp r10, qword ptr [r15+0x70]","","","",""
"0x7f61252fc7ec","475","jnb 0x7f61252fcfdc <Block 579>","","","",""
"0x7f61252fc7f2","0","Block 505:","","","",""
"0x7f61252fc7f2","481","mov qword ptr [r15+0x60], r10","","","",""
"0x7f61252fc7f6","481","prefetchw zmmword ptr [r10+0xc0]","","","",""
"0x7f61252fc7fe","481","mov r10, qword ptr [rsp+0x48]","","","",""
"0x7f61252fc803","481","mov r10, qword ptr [r10+0xa8]","","","",""
"0x7f61252fc80a","481","mov qword ptr [r11], r10","","","",""
"0x7f61252fc80d","481","mov dword ptr [r11+0x8], 0xf800c4d4","","","",""
"0x7f61252fc815","481","mov dword ptr [r11+0xc], r12d","","","",""
"0x7f61252fc819","481","mov qword ptr [r11+0x10], r12","","","",""
"0x7f61252fc81d","481","mov qword ptr [r11+0x18], r12","","","",""
"0x7f61252fc821","0","Block 506:","","","",""
"0x7f61252fc821","475","mov qword ptr [rsp+0x68], r11","","","",""
"0x7f61252fc826","475","mov rbx, qword ptr [r15+0x60]","","","",""
"0x7f61252fc82a","475","mov r10, rbx","","","",""
"0x7f61252fc82d","475","add r10, 0x20","","","",""
"0x7f61252fc831","475","cmp r10, qword ptr [r15+0x70]","","","",""
"0x7f61252fc835","475","jnb 0x7f61252fcff4 <Block 581>","","","",""
"0x7f61252fc83b","0","Block 507:","","","",""
"0x7f61252fc83b","481","mov qword ptr [r15+0x60], r10","","","",""
"0x7f61252fc83f","481","prefetchw zmmword ptr [r10+0xc0]","","","",""
"0x7f61252fc847","481","mov qword ptr [rbx], 0x1","","","",""
"0x7f61252fc84e","481","prefetchw zmmword ptr [r10+0x100]","","","",""
"0x7f61252fc856","481","mov dword ptr [rbx+0x8], 0xf8000161","","","",""
"0x7f61252fc85d","481","prefetchw zmmword ptr [r10+0x140]","","","",""
"0x7f61252fc865","481","mov dword ptr [rbx+0xc], 0x4","","","",""
"0x7f61252fc86c","481","prefetchw zmmword ptr [r10+0x180]","","","",""
"0x7f61252fc874","481","mov qword ptr [rbx+0x10], r12","","","",""
"0x7f61252fc878","481","mov qword ptr [rbx+0x18], r12","","","",""
"0x7f61252fc87c","0","Block 508:","","","",""
"0x7f61252fc87c","475","mov r10, qword ptr [rsp+0x68]","","","",""
"0x7f61252fc881","475","mov dword ptr [r10+0x10], 0x3e8","","","",""
"0x7f61252fc889","475","mov dword ptr [r10+0xc], 0x6","","","",""
"0x7f61252fc891","475","mov rdi, rbx","","","",""
"0x7f61252fc894","475","add rdi, 0x10","","","",""
"0x7f61252fc898","475","xor esi, esi","","","",""
"0x7f61252fc89a","475","mov edx, 0x4","","","",""
"0x7f61252fc89f","475","mov r10, 0x7f6125053360","","","",""
"0x7f61252fc8a9","475","call r10","","","",""
"0x7f61252fc8ac","0","Block 509:","","","",""
"0x7f61252fc8ac","480","mov r10, qword ptr [rsp+0x60]","","","",""
"0x7f61252fc8b1","480","mov r11, r10","","","",""
"0x7f61252fc8b4","480","shr r11, 0x3","","","",""
"0x7f61252fc8b8","475","mov r10, qword ptr [rsp+0x68]","","","",""
"0x7f61252fc8bd","475","mov dword ptr [r10+0x18], r11d","","","",""
"0x7f61252fc8c1","475","mov r10, rbx","","","",""
"0x7f61252fc8c4","475","shr r10, 0x3","","","",""
"0x7f61252fc8c8","475","mov r11, qword ptr [rsp+0x68]","","","",""
"0x7f61252fc8cd","475","mov dword ptr [r11+0x1c], r10d","","","",""
"0x7f61252fc8d1","475","mov r10, r11","","","",""
"0x7f61252fc8d4","475","shr r10, 0x9","","","",""
"0x7f61252fc8d8","475","mov r11, 0x7f6120e3f000","","","",""
"0x7f61252fc8e2","475","mov byte ptr [r11+r10*1], r12b","","","",""
"0x7f61252fc8e6","475","mov r11, qword ptr [r15+0x60]","","","",""
"0x7f61252fc8ea","475","mov r10, r11","","","",""
"0x7f61252fc8ed","475","add r10, 0x20","","","",""
"0x7f61252fc8f1","475","cmp r10, qword ptr [r15+0x70]","","","",""
"0x7f61252fc8f5","475","jnb 0x7f61252fd010 <Block 583>","","","",""
"0x7f61252fc8fb","0","Block 510:","","","",""
"0x7f61252fc8fb","481","mov qword ptr [r15+0x60], r10","","","",""
"0x7f61252fc8ff","481","prefetchw zmmword ptr [r10+0xc0]","","","",""
"0x7f61252fc907","481","mov r10, qword ptr [rsp+0x48]","","","",""
"0x7f61252fc90c","481","mov r10, qword ptr [r10+0xa8]","","","",""
"0x7f61252fc913","481","mov qword ptr [r11], r10","","","",""
"0x7f61252fc916","481","mov dword ptr [r11+0x8], 0xf800c4d4","","","",""
"0x7f61252fc91e","481","mov dword ptr [r11+0xc], r12d","","","",""
"0x7f61252fc922","481","mov qword ptr [r11+0x10], r12","","","",""
"0x7f61252fc926","481","mov qword ptr [r11+0x18], r12","","","",""
"0x7f61252fc92a","0","Block 511:","","","",""
"0x7f61252fc92a","475","mov qword ptr [rsp+0x60], r11","","","",""
"0x7f61252fc92f","475","mov rbx, qword ptr [r15+0x60]","","","",""
"0x7f61252fc933","475","mov r10, rbx","","","",""
"0x7f61252fc936","475","add r10, 0x20","","","",""
"0x7f61252fc93a","475","cmp r10, qword ptr [r15+0x70]","","","",""
"0x7f61252fc93e","475","jnb 0x7f61252fd028 <Block 585>","","","",""
"0x7f61252fc944","0","Block 512:","","","",""
"0x7f61252fc944","481","mov qword ptr [r15+0x60], r10","","","",""
"0x7f61252fc948","481","prefetchw zmmword ptr [r10+0xc0]","","","",""
"0x7f61252fc950","481","mov qword ptr [rbx], 0x1","","","",""
"0x7f61252fc957","481","prefetchw zmmword ptr [r10+0x100]","","","",""
"0x7f61252fc95f","481","mov dword ptr [rbx+0x8], 0xf8000161","","","",""
"0x7f61252fc966","481","prefetchw zmmword ptr [r10+0x140]","","","",""
"0x7f61252fc96e","481","mov dword ptr [rbx+0xc], 0x4","","","",""
"0x7f61252fc975","481","prefetchw zmmword ptr [r10+0x180]","","","",""
"0x7f61252fc97d","481","mov qword ptr [rbx+0x10], r12","","","",""
"0x7f61252fc981","481","mov qword ptr [rbx+0x18], r12","","","",""
"0x7f61252fc985","0","Block 513:","","","",""
"0x7f61252fc985","475","mov r10, qword ptr [rsp+0x60]","","","",""
"0x7f61252fc98a","475","mov dword ptr [r10+0xc], 0x6","","","",""
"0x7f61252fc992","475","mov rdi, rbx","","","",""
"0x7f61252fc995","475","add rdi, 0x10","","","",""
"0x7f61252fc999","475","xor esi, esi","","","",""
"0x7f61252fc99b","475","mov edx, 0x4","","","",""
"0x7f61252fc9a0","475","mov r10, 0x7f6125053360","","","",""
"0x7f61252fc9aa","475","call r10","","","",""
"0x7f61252fc9ad","0","Block 514:","","","",""
"0x7f61252fc9ad","480","mov r10, qword ptr [rsp+0x60]","","","",""
"0x7f61252fc9b2","480","mov dword ptr [r10+0x10], 0x3e8","","","",""
"0x7f61252fc9ba","475","mov r10, qword ptr [rsp+0x68]","","","",""
"0x7f61252fc9bf","475","mov r11, r10","","","",""
"0x7f61252fc9c2","475","shr r11, 0x3","","","",""
"0x7f61252fc9c6","475","mov r10, qword ptr [rsp+0x60]","","","",""
"0x7f61252fc9cb","475","mov dword ptr [r10+0x18], r11d","","","",""
"0x7f61252fc9cf","475","mov r10, rbx","","","",""
"0x7f61252fc9d2","475","shr r10, 0x3","","","",""
"0x7f61252fc9d6","475","mov r11, qword ptr [rsp+0x60]","","","",""
"0x7f61252fc9db","475","mov dword ptr [r11+0x1c], r10d","","","",""
"0x7f61252fc9df","475","mov r10, r11","","","",""
"0x7f61252fc9e2","475","shr r10, 0x9","","","",""
"0x7f61252fc9e6","475","mov r11, 0x7f6120e3f000","","","",""
"0x7f61252fc9f0","475","mov byte ptr [r11+r10*1], r12b","","","",""
"0x7f61252fc9f4","475","mov r11, qword ptr [r15+0x60]","","","",""
"0x7f61252fc9f8","475","mov r10, r11","","","",""
"0x7f61252fc9fb","475","add r10, 0x28","","","",""
"0x7f61252fc9ff","475","cmp r10, qword ptr [r15+0x70]","","","",""
"0x7f61252fca03","475","jnb 0x7f61252fd044 <Block 587>","","","",""
"0x7f61252fca09","0","Block 515:","","","",""
"0x7f61252fca09","481","mov qword ptr [r15+0x60], r10","","","",""
"0x7f61252fca0d","481","prefetchw zmmword ptr [r10+0xc0]","","","",""
"0x7f61252fca15","481","mov r10, qword ptr [rsp+0x30]","","","",""
"0x7f61252fca1a","481","mov r10, qword ptr [r10+0xa8]","","","",""
"0x7f61252fca21","481","mov qword ptr [r11], r10","","","",""
"0x7f61252fca24","481","mov dword ptr [r11+0x8], 0xf800c577","","","",""
"0x7f61252fca2c","481","mov dword ptr [r11+0xc], r12d","","","",""
"0x7f61252fca30","481","mov qword ptr [r11+0x10], r12","","","",""
"0x7f61252fca34","481","mov qword ptr [r11+0x18], r12","","","",""
"0x7f61252fca38","484","mov qword ptr [r11+0x20], r12","","","",""
"0x7f61252fca3c","0","Block 516:","","","",""
"0x7f61252fca3c","475","mov qword ptr [rsp+0x68], r11","","","",""
"0x7f61252fca41","481","mov rax, qword ptr [r15+0x60]","","","",""
"0x7f61252fca45","481","mov r10, rax","","","",""
"0x7f61252fca48","481","add r10, 0x18","","","",""
"0x7f61252fca4c","481","cmp r10, qword ptr [r15+0x70]","","","",""
"0x7f61252fca50","481","jnb 0x7f61252fd05c <Block 589>","","","",""
"0x7f61252fca56","0","Block 517:","","","",""
"0x7f61252fca56","481","mov qword ptr [r15+0x60], r10","","","",""
"0x7f61252fca5a","481","prefetchw zmmword ptr [r10+0xc0]","","","",""
"0x7f61252fca62","481","mov r10, qword ptr [rsp+0x28]","","","",""
"0x7f61252fca67","481","mov r10, qword ptr [r10+0xa8]","","","",""
"0x7f61252fca6e","481","mov qword ptr [rax], r10","","","",""
"0x7f61252fca71","481","mov dword ptr [rax+0x8], 0xf800c285","","","",""
"0x7f61252fca78","481","mov dword ptr [rax+0xc], r12d","","","",""
"0x7f61252fca7c","481","mov qword ptr [rax+0x10], r12","","","",""
"0x7f61252fca80","0","Block 518:","","","",""
"0x7f61252fca80","481","mov r10, qword ptr [rsp+0x68]","","","",""
"0x7f61252fca85","481","mov dword ptr [r10+0x18], ebp","","","",""
"0x7f61252fca89","475","mov r10, qword ptr [rsp+0x58]","","","",""
"0x7f61252fca8e","475","add r10, 0x20","","","",""
"0x7f61252fca92","475","mov rbp, qword ptr [rsp+0x68]","","","",""
"0x7f61252fca97","475","mov byte ptr [rbp+0xc], 0x1","","","",""
"0x7f61252fca9b","475","mov byte ptr [rbp+0xd], 0x1","","","",""
"0x7f61252fca9f","475","mov dword ptr [rbp+0x14], 0xbb8","","","",""
"0x7f61252fcaa6","475","mov dword ptr [rbp+0x10], 0x4","","","",""
"0x7f61252fcaad","475","shr rbp, 0x3","","","",""
"0x7f61252fcab1","475","mov r11, 0x6720d2190","","","",""
"0x7f61252fcabb","475","mov dword ptr [r11+0x6c], ebp","","","",""
"0x7f61252fcabf","475","mov dword ptr [r10], ebp","","","",""
"0x7f61252fcac2","475","mov r8, r11","","","",""
"0x7f61252fcac5","475","shr r10, 0x9","","","",""
"0x7f61252fcac9","475","shr r8, 0x9","","","",""
"0x7f61252fcacd","475","mov r11, qword ptr [rsp+0x68]","","","",""
"0x7f61252fcad2","475","mov r9, r11","","","",""
"0x7f61252fcad5","475","mov r11, qword ptr [rsp+0x60]","","","",""
"0x7f61252fcada","475","shr r11, 0x3","","","",""
"0x7f61252fcade","475","mov rcx, qword ptr [rsp+0x68]","","","",""
"0x7f61252fcae3","475","mov dword ptr [rcx+0x1c], r11d","","","",""
"0x7f61252fcae7","475","shr r9, 0x9","","","",""
"0x7f61252fcaeb","475","mov r11, 0x7f6120e3f000","","","",""
